episode,reward_agent_0,red_coins,blue_coins
1351,26.0,9,17
1352,29.0,11,18
1353,31.0,11,20
1354,23.0,9,14
1355,29.0,9,20
1356,23.0,11,12
1357,29.0,7,22
1358,29.0,13,16
1359,32.0,17,15
1360,38.0,11,27
1361,23.0,16,7
1362,36.0,17,19
1363,27.0,11,16
1364,33.0,18,15
1365,27.0,14,13
1366,30.0,13,17
1367,33.0,17,16
1368,25.0,10,15
1369,36.0,19,17
1370,33.0,15,18
1371,31.0,13,18
1372,34.0,14,20
1373,25.0,12,13
1374,28.0,19,9
1375,35.0,12,23
1376,21.0,10,11
1377,29.0,15,14
1378,35.0,20,15
1379,27.0,9,18
1380,31.0,18,13
1381,38.0,18,20
1382,34.0,12,22
1383,28.0,14,14
1384,29.0,21,8
1385,29.0,17,12
1386,35.0,15,20
1387,31.0,13,18
1388,24.0,9,15
1389,31.0,21,10
1390,35.0,18,17
1391,37.0,18,19
1392,27.0,13,14
1393,40.0,21,19
1394,30.0,11,19
1395,34.0,23,11
1396,30.0,16,14
1397,34.0,18,16
1398,35.0,18,17
1399,38.0,20,18
1400,29.0,15,14
1401,39.0,19,20
1402,34.0,23,11
1403,32.0,20,12
1404,27.0,17,10
1405,37.0,19,18
1406,35.0,21,14
1407,30.0,14,16
1408,35.0,18,17
1409,26.0,15,11
1410,28.0,14,14
1411,28.0,13,15
1412,32.0,16,16
1413,39.0,15,24
1414,35.0,18,17
1415,30.0,12,18
1416,37.0,15,22
1417,33.0,10,23
1418,36.0,18,18
1419,29.0,14,15
1420,24.0,12,12
1421,33.0,18,15
1422,36.0,19,17
1423,27.0,9,18
1424,35.0,12,23
1425,32.0,11,21
1426,32.0,16,16
1427,33.0,13,20
1428,26.0,11,15
1429,30.0,12,18
1430,25.0,10,15
1431,22.0,6,16
1432,38.0,19,19
1433,33.0,15,18
1434,33.0,18,15
1435,35.0,21,14
1436,30.0,11,19
1437,32.0,19,13
1438,21.0,9,12
1439,35.0,10,25
1440,29.0,13,16
1441,19.0,9,10
1442,29.0,10,19
1443,32.0,17,15
1444,35.0,20,15
1445,33.0,11,22
1446,34.0,18,16
1447,35.0,12,23
1448,30.0,11,19
1449,40.0,22,18
1450,34.0,21,13
1451,36.0,19,17
1452,33.0,19,14
1453,30.0,21,9
1454,41.0,16,25
1455,26.0,12,14
1456,33.0,18,15
1457,28.0,8,20
1458,37.0,23,14
1459,17.0,10,7
1460,27.0,11,16
1461,32.0,18,14
1462,30.0,12,18
1463,38.0,16,22
1464,32.0,16,16
1465,29.0,9,20
1466,31.0,11,20
1467,29.0,16,13
1468,5.0,2,3
1469,31.0,15,16
1470,26.0,9,17
1471,26.0,7,19
1472,32.0,24,8
1473,29.0,15,14
1474,32.0,13,19
1475,25.0,11,14
1476,33.0,12,21
1477,27.0,16,11
1478,35.0,16,19
1479,35.0,19,16
1480,30.0,22,8
1481,35.0,11,24
1482,34.0,18,16
1483,32.0,18,14
1484,28.0,20,8
1485,33.0,15,18
1486,30.0,21,9
1487,28.0,12,16
1488,32.0,17,15
1489,32.0,11,21
1490,33.0,16,17
1491,31.0,16,15
1492,28.0,10,18
1493,29.0,9,20
1494,30.0,17,13
1495,28.0,15,13
1496,40.0,20,20
1497,31.0,14,17
1498,32.0,15,17
1499,17.0,7,10
1500,27.0,19,8
1501,42.0,20,22
1502,38.0,21,17
1503,26.0,17,9
1504,34.0,18,16
1505,30.0,15,15
1506,32.0,16,16
1507,31.0,11,20
1508,32.0,20,12
1509,31.0,11,20
1510,29.0,19,10
1511,25.0,15,10
1512,33.0,15,18
1513,32.0,17,15
1514,31.0,10,21
1515,31.0,7,24
1516,26.0,20,6
1517,32.0,16,16
1518,27.0,10,17
1519,25.0,7,18
1520,32.0,12,20
1521,34.0,23,11
1522,32.0,14,18
1523,32.0,7,25
1524,16.0,10,6
1525,31.0,11,20
1526,31.0,17,14
1527,38.0,24,14
1528,34.0,15,19
1529,30.0,17,13
1530,36.0,17,19
1531,36.0,18,18
1532,29.0,16,13
1533,27.0,13,14
1534,32.0,17,15
1535,36.0,20,16
1536,29.0,16,13
1537,30.0,17,13
1538,38.0,18,20
1539,8.0,5,3
1540,27.0,15,12
1541,33.0,16,17
1542,39.0,22,17
1543,30.0,12,18
1544,32.0,16,16
1545,33.0,16,17
1546,36.0,18,18
1547,32.0,18,14
1548,34.0,8,26
1549,37.0,18,19
1550,26.0,8,18
1551,17.0,11,6
1552,37.0,17,20
1553,31.0,16,15
1554,34.0,13,21
1555,35.0,11,24
1556,39.0,18,21
1557,30.0,12,18
1558,28.0,8,20
1559,29.0,14,15
1560,28.0,10,18
1561,29.0,21,8
1562,31.0,16,15
1563,31.0,14,17
1564,28.0,14,14
1565,42.0,25,17
1566,35.0,16,19
1567,32.0,15,17
1568,35.0,18,17
1569,34.0,12,22
1570,32.0,19,13
1571,28.0,14,14
1572,25.0,13,12
1573,27.0,15,12
1574,32.0,21,11
1575,27.0,14,13
1576,35.0,22,13
1577,30.0,21,9
1578,28.0,15,13
1579,27.0,9,18
1580,37.0,12,25
1581,31.0,12,19
1582,29.0,20,9
1583,41.0,20,21
1584,27.0,15,12
1585,33.0,14,19
1586,25.0,15,10
1587,22.0,9,13
1588,28.0,14,14
1589,9.0,5,4
1590,29.0,17,12
1591,29.0,18,11
1592,21.0,10,11
1593,33.0,20,13
1594,35.0,16,19
1595,30.0,12,18
1596,31.0,15,16
1597,30.0,13,17
1598,37.0,16,21
1599,36.0,18,18
1600,32.0,16,16
1601,17.0,9,8
1602,31.0,9,22
1603,30.0,15,15
1604,25.0,14,11
1605,32.0,13,19
1606,33.0,20,13
1607,16.0,6,10
1608,35.0,11,24
1609,34.0,22,12
1610,27.0,15,12
1611,30.0,13,17
1612,11.0,7,4
1613,34.0,14,20
1614,31.0,16,15
1615,35.0,16,19
1616,32.0,14,18
1617,37.0,18,19
1618,33.0,9,24
1619,39.0,20,19
1620,34.0,18,16
1621,24.0,11,13
1622,40.0,22,18
1623,35.0,19,16
1624,18.0,10,8
1625,26.0,15,11
1626,34.0,18,16
1627,39.0,16,23
1628,40.0,19,21
1629,32.0,19,13
1630,34.0,14,20
1631,37.0,20,17
1632,34.0,15,19
1633,39.0,18,21
1634,38.0,19,19
1635,38.0,13,25
1636,31.0,16,15
1637,40.0,25,15
1638,28.0,16,12
1639,30.0,13,17
1640,32.0,17,15
1641,42.0,26,16
1642,36.0,18,18
1643,30.0,20,10
1644,33.0,17,16
1645,29.0,16,13
1646,25.0,11,14
1647,30.0,11,19
1648,34.0,15,19
1649,33.0,15,18
1650,32.0,13,19
1651,32.0,13,19
1652,32.0,21,11
1653,36.0,17,19
1654,35.0,17,18
1655,36.0,16,20
1656,29.0,16,13
1657,27.0,13,14
1658,1.0,0,1
1659,36.0,22,14
1660,34.0,19,15
1661,30.0,17,13
1662,36.0,19,17
1663,36.0,20,16
1664,28.0,8,20
1665,25.0,11,14
1666,32.0,14,18
1667,35.0,14,21
1668,37.0,20,17
1669,32.0,15,17
1670,33.0,20,13
1671,28.0,13,15
1672,34.0,14,20
1673,28.0,8,20
1674,34.0,17,17
1675,29.0,15,14
1676,31.0,14,17
1677,32.0,20,12
1678,39.0,18,21
1679,38.0,19,19
1680,31.0,15,16
1681,28.0,14,14
1682,34.0,16,18
1683,38.0,24,14
1684,36.0,12,24
1685,31.0,15,16
1686,36.0,17,19
1687,25.0,14,11
1688,32.0,13,19
1689,37.0,18,19
1690,37.0,16,21
1691,32.0,20,12
1692,35.0,16,19
1693,33.0,21,12
1694,34.0,19,15
1695,37.0,16,21
1696,29.0,21,8
1697,34.0,14,20
1698,28.0,12,16
1699,29.0,16,13
1700,33.0,16,17
1701,33.0,24,9
1702,34.0,17,17
1703,33.0,16,17
1704,35.0,16,19
1705,16.0,9,7
1706,37.0,26,11
1707,28.0,14,14
1708,36.0,16,20
1709,39.0,20,19
1710,34.0,12,22
1711,30.0,15,15
1712,18.0,10,8
1713,6.0,5,1
1714,37.0,22,15
1715,38.0,17,21
1716,31.0,13,18
1717,15.0,7,8
1718,24.0,9,15
1719,15.0,11,4
1720,38.0,19,19
1721,13.0,8,5
1722,35.0,21,14
1723,13.0,5,8
1724,26.0,10,16
1725,34.0,19,15
1726,26.0,10,16
1727,4.0,0,4
1728,17.0,12,5
1729,20.0,6,14
1730,35.0,21,14
1731,35.0,13,22
1732,33.0,14,19
1733,30.0,17,13
1734,37.0,12,25
1735,33.0,13,20
1736,33.0,26,7
1737,31.0,15,16
1738,31.0,16,15
1739,25.0,13,12
1740,29.0,12,17
1741,21.0,13,8
1742,27.0,20,7
1743,31.0,15,16
1744,37.0,19,18
1745,28.0,12,16
1746,40.0,20,20
1747,27.0,11,16
1748,34.0,17,17
1749,36.0,23,13
1750,30.0,9,21
1751,36.0,24,12
1752,30.0,10,20
1753,30.0,12,18
1754,35.0,17,18
1755,35.0,22,13
1756,39.0,16,23
1757,38.0,25,13
1758,35.0,19,16
1759,32.0,15,17
1760,35.0,12,23
1761,29.0,18,11
1762,32.0,11,21
1763,37.0,19,18
1764,15.0,10,5
1765,38.0,24,14
1766,30.0,15,15
1767,32.0,16,16
1768,37.0,18,19
1769,25.0,15,10
1770,33.0,18,15
1771,42.0,20,22
1772,34.0,19,15
1773,28.0,14,14
1774,35.0,18,17
1775,35.0,18,17
1776,30.0,17,13
1777,33.0,15,18
1778,34.0,20,14
1779,33.0,9,24
1780,31.0,20,11
1781,36.0,22,14
1782,31.0,15,16
1783,32.0,16,16
1784,30.0,17,13
1785,39.0,18,21
1786,25.0,10,15
1787,34.0,22,12
1788,26.0,13,13
1789,32.0,17,15
1790,32.0,11,21
1791,30.0,13,17
1792,37.0,18,19
1793,41.0,16,25
1794,36.0,15,21
1795,35.0,19,16
1796,38.0,19,19
1797,27.0,17,10
1798,35.0,16,19
1799,29.0,11,18
