episode,reward_agent_0,red_coins,blue_coins
1359,32.0,26,6
1360,24.0,11,13
1361,22.0,18,4
1362,26.0,16,10
1363,24.0,12,12
1364,24.0,18,6
1365,32.0,22,10
1366,27.0,12,15
1367,27.0,15,12
1368,26.0,14,12
1369,22.0,17,5
1370,31.0,18,13
1371,22.0,17,5
1372,31.0,16,15
1373,27.0,19,8
1374,25.0,16,9
1375,28.0,19,9
1376,29.0,17,12
1377,29.0,14,15
1378,32.0,23,9
1379,24.0,17,7
1380,29.0,16,13
1381,30.0,14,16
1382,35.0,23,12
1383,30.0,24,6
1384,30.0,15,15
1385,25.0,15,10
1386,34.0,13,21
1387,32.0,21,11
1388,32.0,16,16
1389,33.0,22,11
1390,32.0,17,15
1391,26.0,16,10
1392,30.0,8,22
1393,28.0,19,9
1394,27.0,15,12
1395,26.0,10,16
1396,24.0,7,17
1397,25.0,11,14
1398,33.0,10,23
1399,27.0,14,13
1400,32.0,22,10
1401,33.0,25,8
1402,37.0,12,25
1403,32.0,11,21
1404,34.0,20,14
1405,30.0,16,14
1406,33.0,14,19
1407,33.0,13,20
1408,27.0,20,7
1409,30.0,18,12
1410,31.0,19,12
1411,24.0,8,16
1412,24.0,12,12
1413,36.0,21,15
1414,33.0,20,13
1415,30.0,16,14
1416,32.0,12,20
1417,33.0,17,16
1418,26.0,7,19
1419,32.0,19,13
1420,28.0,9,19
1421,28.0,10,18
1422,31.0,23,8
1423,25.0,14,11
1424,1.0,1,0
1425,31.0,17,14
1426,33.0,21,12
1427,33.0,22,11
1428,30.0,20,10
1429,28.0,14,14
1430,25.0,10,15
1431,21.0,9,12
1432,32.0,17,15
1433,27.0,19,8
1434,28.0,17,11
1435,29.0,16,13
1436,33.0,20,13
1437,35.0,22,13
1438,30.0,9,21
1439,33.0,20,13
1440,28.0,13,15
1441,33.0,13,20
1442,34.0,14,20
1443,23.0,18,5
1444,28.0,17,11
1445,36.0,22,14
1446,34.0,16,18
1447,30.0,13,17
1448,28.0,18,10
1449,25.0,10,15
1450,30.0,17,13
1451,27.0,15,12
1452,35.0,18,17
1453,35.0,22,13
1454,30.0,17,13
1455,26.0,12,14
1456,29.0,19,10
1457,42.0,17,25
1458,37.0,18,19
1459,40.0,20,20
1460,30.0,17,13
1461,33.0,16,17
1462,35.0,14,21
1463,27.0,15,12
1464,32.0,23,9
1465,31.0,16,15
1466,30.0,6,24
1467,28.0,12,16
1468,30.0,17,13
1469,27.0,14,13
1470,33.0,13,20
1471,30.0,13,17
1472,26.0,13,13
1473,31.0,14,17
1474,32.0,16,16
1475,32.0,15,17
1476,32.0,19,13
1477,32.0,20,12
1478,33.0,23,10
1479,30.0,21,9
1480,27.0,8,19
1481,34.0,24,10
1482,35.0,17,18
1483,32.0,19,13
1484,32.0,14,18
1485,32.0,16,16
1486,36.0,21,15
1487,27.0,15,12
1488,28.0,17,11
1489,28.0,17,11
1490,30.0,19,11
1491,31.0,13,18
1492,28.0,16,12
1493,28.0,14,14
1494,30.0,18,12
1495,27.0,20,7
1496,33.0,16,17
1497,23.0,15,8
1498,38.0,20,18
1499,24.0,7,17
1500,30.0,22,8
1501,12.0,8,4
1502,35.0,19,16
1503,31.0,18,13
1504,29.0,14,15
1505,33.0,11,22
1506,26.0,17,9
1507,26.0,21,5
1508,32.0,20,12
1509,33.0,23,10
1510,29.0,9,20
1511,24.0,14,10
1512,31.0,15,16
1513,37.0,24,13
1514,35.0,20,15
1515,28.0,9,19
1516,33.0,15,18
1517,9.0,5,4
1518,31.0,21,10
1519,32.0,17,15
1520,33.0,15,18
1521,32.0,24,8
1522,37.0,20,17
1523,30.0,20,10
1524,33.0,20,13
1525,32.0,15,17
1526,32.0,19,13
1527,29.0,18,11
1528,37.0,18,19
1529,33.0,20,13
1530,39.0,22,17
1531,31.0,19,12
1532,34.0,21,13
1533,19.0,7,12
1534,36.0,23,13
1535,30.0,17,13
1536,32.0,17,15
1537,36.0,14,22
1538,32.0,19,13
1539,22.0,12,10
1540,24.0,11,13
1541,31.0,18,13
1542,28.0,15,13
1543,28.0,15,13
1544,30.0,16,14
1545,29.0,15,14
1546,29.0,22,7
1547,32.0,16,16
1548,38.0,22,16
1549,29.0,14,15
1550,37.0,26,11
1551,34.0,17,17
1552,32.0,17,15
1553,24.0,12,12
1554,35.0,20,15
1555,33.0,14,19
1556,35.0,21,14
1557,27.0,13,14
1558,26.0,17,9
1559,31.0,18,13
1560,32.0,18,14
1561,28.0,16,12
1562,35.0,17,18
1563,32.0,17,15
1564,33.0,16,17
1565,36.0,20,16
1566,31.0,15,16
1567,28.0,15,13
1568,25.0,13,12
1569,28.0,17,11
1570,33.0,11,22
1571,32.0,8,24
1572,31.0,18,13
1573,31.0,22,9
1574,26.0,9,17
1575,36.0,25,11
1576,37.0,25,12
1577,30.0,20,10
1578,33.0,19,14
1579,33.0,16,17
1580,25.0,20,5
1581,28.0,15,13
1582,29.0,17,12
1583,27.0,19,8
1584,27.0,14,13
1585,28.0,13,15
1586,26.0,17,9
1587,30.0,14,16
1588,41.0,19,22
1589,33.0,15,18
1590,34.0,21,13
1591,28.0,15,13
1592,27.0,21,6
1593,31.0,18,13
1594,30.0,13,17
1595,36.0,16,20
1596,28.0,19,9
1597,32.0,19,13
1598,29.0,16,13
1599,22.0,15,7
1600,35.0,23,12
1601,32.0,16,16
1602,30.0,17,13
1603,19.0,7,12
1604,29.0,14,15
1605,28.0,22,6
1606,33.0,12,21
1607,30.0,18,12
1608,31.0,24,7
1609,24.0,13,11
1610,28.0,20,8
1611,31.0,19,12
1612,31.0,22,9
1613,28.0,18,10
1614,31.0,13,18
1615,37.0,21,16
1616,25.0,11,14
1617,33.0,15,18
1618,33.0,21,12
1619,35.0,17,18
1620,37.0,26,11
1621,30.0,19,11
1622,36.0,19,17
1623,24.0,16,8
1624,34.0,30,4
1625,36.0,18,18
1626,32.0,19,13
1627,29.0,18,11
1628,33.0,16,17
1629,35.0,20,15
1630,29.0,18,11
1631,29.0,15,14
1632,29.0,20,9
1633,37.0,23,14
1634,32.0,18,14
1635,26.0,12,14
1636,25.0,15,10
1637,31.0,20,11
1638,32.0,25,7
1639,24.0,11,13
1640,30.0,22,8
1641,29.0,17,12
1642,32.0,14,18
1643,29.0,11,18
1644,31.0,15,16
1645,33.0,21,12
1646,36.0,19,17
1647,28.0,11,17
1648,28.0,14,14
1649,32.0,16,16
1650,26.0,15,11
1651,29.0,13,16
1652,30.0,16,14
1653,32.0,13,19
1654,38.0,19,19
1655,31.0,15,16
1656,33.0,17,16
1657,31.0,22,9
1658,31.0,17,14
1659,33.0,17,16
1660,25.0,14,11
1661,28.0,10,18
1662,29.0,18,11
1663,29.0,15,14
1664,31.0,18,13
1665,33.0,9,24
1666,33.0,23,10
1667,30.0,18,12
1668,36.0,20,16
1669,32.0,12,20
1670,27.0,13,14
1671,27.0,4,23
1672,32.0,14,18
1673,32.0,15,17
1674,34.0,17,17
1675,33.0,18,15
1676,23.0,16,7
1677,33.0,21,12
1678,31.0,11,20
1679,33.0,17,16
1680,36.0,14,22
1681,26.0,11,15
1682,38.0,16,22
1683,28.0,19,9
1684,33.0,13,20
1685,32.0,10,22
1686,29.0,19,10
1687,30.0,19,11
1688,24.0,13,11
1689,29.0,24,5
1690,26.0,19,7
1691,35.0,14,21
1692,31.0,18,13
1693,30.0,17,13
1694,33.0,14,19
1695,32.0,14,18
1696,31.0,13,18
1697,27.0,14,13
1698,34.0,14,20
1699,27.0,17,10
1700,31.0,18,13
1701,33.0,19,14
1702,23.0,14,9
1703,35.0,20,15
1704,27.0,21,6
1705,30.0,13,17
1706,29.0,13,16
1707,30.0,6,24
1708,38.0,22,16
1709,38.0,14,24
1710,31.0,18,13
1711,33.0,8,25
1712,28.0,15,13
1713,34.0,17,17
1714,30.0,12,18
1715,31.0,20,11
1716,26.0,17,9
1717,26.0,17,9
1718,37.0,17,20
1719,27.0,14,13
1720,29.0,9,20
1721,33.0,11,22
1722,24.0,12,12
1723,27.0,16,11
1724,40.0,25,15
1725,26.0,14,12
1726,30.0,17,13
1727,31.0,9,22
1728,31.0,8,23
1729,27.0,9,18
1730,33.0,23,10
1731,34.0,17,17
1732,31.0,11,20
1733,28.0,18,10
1734,35.0,14,21
1735,32.0,17,15
1736,35.0,16,19
1737,32.0,11,21
1738,29.0,17,12
1739,33.0,21,12
1740,32.0,18,14
1741,29.0,20,9
1742,30.0,17,13
1743,30.0,18,12
1744,32.0,12,20
1745,38.0,29,9
1746,31.0,12,19
1747,28.0,15,13
1748,35.0,18,17
1749,22.0,14,8
1750,34.0,11,23
1751,28.0,12,16
1752,29.0,19,10
1753,30.0,17,13
1754,32.0,9,23
1755,29.0,19,10
1756,31.0,17,14
1757,33.0,8,25
1758,33.0,13,20
1759,33.0,29,4
1760,26.0,14,12
1761,30.0,15,15
1762,30.0,11,19
1763,28.0,14,14
1764,28.0,16,12
1765,34.0,24,10
1766,25.0,11,14
1767,39.0,15,24
1768,28.0,14,14
1769,28.0,17,11
1770,26.0,12,14
1771,37.0,24,13
1772,28.0,11,17
1773,36.0,15,21
1774,19.0,9,10
1775,30.0,14,16
1776,31.0,10,21
1777,35.0,15,20
1778,26.0,18,8
1779,31.0,18,13
1780,32.0,12,20
1781,34.0,19,15
1782,34.0,16,18
1783,41.0,19,22
1784,33.0,12,21
1785,31.0,8,23
1786,26.0,12,14
1787,28.0,11,17
1788,35.0,11,24
1789,36.0,16,20
1790,34.0,17,17
1791,32.0,13,19
1792,33.0,13,20
1793,38.0,20,18
1794,34.0,21,13
1795,31.0,20,11
1796,27.0,8,19
1797,33.0,13,20
1798,29.0,17,12
1799,32.0,18,14
